time,ACCx,ACCy,ACCz,ACCnorm,,
0.358197,0.2623,-0.046848,-0.197396,0.33160399,174,
0.363936,0.2806,-0.043432,-0.210328,0.353356146,175,
0.370881,0.258396,-0.039772,-0.2135,0.337538968,176,
0.377139,0.226432,-0.042944,-0.21472,0.314992565,177,
0.382884,0.200324,-0.027328,-0.216916,0.296528372,178,
0.388765,0.18788,-0.033916,-0.217404,0.289333179,179,
0.394585,0.154696,-0.062464,-0.214232,0.271528918,180,
0.400409,0.15982,-0.041968,-0.20252,0.261377305,181,
0.406422,0.169092,-0.082228,-0.190564,0.267709145,182,
0.413512,0.12078,-0.065148,-0.194956,0.238411225,183,
0.419711,0.108824,-0.069296,-0.12566,0.180097291,184,
0.425454,0.11956,-0.081008,-0.168848,0.222185816,185,
0.431443,0.128832,-0.011956,-0.161284,0.20676837,186,
0.437246,0.12932,-0.041968,-0.158356,0.208714154,187,
0.44355,0.136396,-0.03416,-0.159332,0.212502849,188,
0.450808,0.14518,-0.028304,-0.167628,0.22355647,189,
0.458432,0.174704,-0.027328,-0.163236,0.240653899,190,
0.465548,0.188856,-0.01952,-0.167384,0.253110692,191,
0.472438,0.199104,-0.00976,-0.176168,0.266031623,192,
0.478784,0.207888,-0.007076,-0.183732,0.27753367,193,
0.486231,0.22814,0.061488,-0.19398,0.305707171,194,
0.49262,0.23424,0.005368,-0.201788,0.309217706,195,
0.499459,0.241316,0.010492,-0.212036,0.321407466,196,
0.506534,0.242292,0.009272,-0.220088,0.327460091,197,
0.513322,0.30744,0.007076,-0.223748,0.380305917,198,
0.51948,0.254736,0.007564,-0.222284,0.338168332,199,
0.525241,0.260836,0.003904,-0.217648,0.339737122,200,
0.531229,0.270596,-0.008296,-0.20862,0.341779641,201,
0.537036,0.272792,-0.027328,-0.20496,0.342302347,202,
0.542777,0.266692,-0.037088,-0.19642,0.333288102,203,
0.54858,0.260348,-0.05978,-0.186904,0.326018151,204,
0.554424,0.259616,-0.08052,-0.181292,0.326727298,205,
0.563335,0.264252,-0.095648,-0.177876,0.332592139,206,
0.570117,0.26718,-0.115412,-0.172752,0.338449901,207,
0.577164,0.270596,-0.118096,-0.183244,0.347487013,208,
0.58478,0.285724,-0.112972,-0.203496,0.368526117,209,
0.591264,0.284504,-0.077592,-0.221064,0.368554388,210,
0.598118,0.27572,-0.046604,-0.253028,0.377116189,211,
0.6045,0.267912,-0.01586,-0.282552,0.389697334,212,
0.611336,0.25986,0.003904,-0.373564,0.455074195,213,
0.617714,0.1952,0.005856,-0.338428,0.390731166,214,
0.62388,0.259372,0.011468,-0.360876,0.444563648,215,
0.629732,0.268156,0.018788,-0.368684,0.456276803,216,
0.635471,0.268644,0.012932,-0.370148,0.457543853,217,
0.641453,0.28304,0.048312,-0.360632,0.460978449,218,
0.647245,0.28548,0.032696,-0.337696,0.443403256,219,
0.654374,0.286456,0.030988,-0.307196,0.421172979,220,
0.660185,0.274744,0.09882,-0.280112,0.404613878,221,
0.665919,0.299388,0.05124,-0.193248,0.360004863,222,
0.673103,0.288652,0.03904,-0.235216,0.37439373,223,
0.680262,0.270108,0.00244,-0.227652,0.353255882,224,
0.688495,0.2562,-0.016592,-0.213744,0.334066209,225,
0.695476,0.243756,-0.036844,-0.204472,0.320286226,226,
0.702684,0.23302,-0.057584,-0.193736,0.308460492,227,
0.710481,0.213256,-0.079544,-0.187392,0.294823899,228,
0.716868,0.190808,-0.09394,-0.192516,0.286870749,229,
0.723642,0.176168,-0.109068,-0.192272,0.282665022,230,
0.730088,0.170312,-0.132492,-0.186172,0.284991791,231,
0.736822,0.170556,-0.159576,-0.18056,0.295221548,232,
0.743201,0.18666,-0.163724,-0.175192,0.303874548,233,
0.750082,0.20374,-0.18422,-0.168116,0.322040348,234,
0.755921,0.211792,-0.19032,-0.164944,0.32906546,235,
0.761755,0.221796,-0.189832,-0.159088,0.332473526,236,
0.7695,0.208376,-0.178608,-0.14884,0.312209418,237,
0.775678,0.207644,-0.1647,-0.140056,0.299762913,238,
0.78158,0.199592,-0.163968,-0.12566,0.2872506,239,
0.788322,0.200812,-0.159332,-0.128588,0.286787411,240,
0.795398,0.203008,-0.132736,-0.128588,0.274528628,241,
0.803894,0.20252,-0.111508,-0.127612,0.264070458,242,
0.810958,0.196176,-0.1037,-0.136396,0.260466086,243,
0.817355,0.188124,-0.106384,-0.145424,0.260492485,244,
0.824638,0.193248,-0.108336,-0.156648,0.271330194,245,
0.831114,0.196664,-0.11224,-0.17324,0.285108127,246,
0.838017,0.206668,-0.114924,-0.249124,0.343485015,247,
0.845965,0.218868,-0.114924,-0.206668,0.322214819,248,
0.853147,0.231556,-0.123952,-0.22692,0.347095039,249,
0.86027,0.260104,-0.12078,-0.25376,0.382930851,250,
0.867465,0.282552,-0.186904,-0.26962,0.432970764,251,
0.874507,0.296948,-0.13542,-0.268644,0.422713011,252,
0.881689,0.32818,-0.126636,-0.268888,0.442763532,253,
0.888714,0.374052,-0.125416,-0.252784,0.468555037,254,
0.895513,0.403332,-0.141276,-0.229604,0.485132567,255,
0.902019,0.403088,-0.135908,-0.20374,0.471657617,256,
0.908766,0.383812,-0.130052,-0.177632,0.442468419,257,
0.915834,0.358192,-0.138348,-0.149084,0.411907413,258,
0.923026,0.343552,-0.122976,-0.116144,0.382936681,259,
0.929897,0.329888,-0.114924,-0.088328,0.360326871,260,
0.936571,0.334768,-0.119804,-0.099796,0.369299139,261,
0.942971,0.321592,-0.117364,-0.112972,0.360497428,262,
0.950135,0.28914,-0.108092,-0.127856,0.334115215,263,
0.956923,0.263032,-0.109312,-0.135908,0.315604073,264,
0.96271,0.250832,-0.122976,-0.14274,0.313710848,265,
0.970151,0.240828,-0.123708,-0.151036,0.310022045,266,
0.977842,0.233752,-0.094184,-0.163968,0.300659489,267,
0.984622,0.216428,-0.090524,-0.169824,0.289613302,268,
0.991108,0.229604,-0.109312,-0.178608,0.310753806,269,
0.997874,0.218136,-0.106628,-0.182512,0.303749033,270,
0.004275,0.216916,-0.10858,-0.170312,0.296392214,271,
0.010077,0.226188,-0.106872,-0.158112,0.29594263,272,
0.015826,0.231068,-0.098332,-0.143716,0.289336986,273,
0.022308,0.238388,-0.096624,-0.134688,0.290354771,274,
0.028431,0.250588,-0.088084,-0.127124,0.294471812,275,
0.034174,0.260836,-0.091256,-0.124684,0.303165262,276,
0.040098,0.261324,-0.095404,-0.124928,0.304957639,277,
0.045916,0.255224,-0.101992,-0.124196,0.301606208,278,
0.051741,0.256688,-0.102724,-0.063684,0.28371923,279,
0.057532,0.266204,-0.101016,-0.127612,0.312015423,280,
0.063344,0.27084,-0.107116,-0.131516,0.3195694,281,
0.069578,0.270596,-0.1098,-0.139812,0.323767865,282,
0.077751,0.270596,-0.110776,-0.148352,0.327874722,283,
0.085063,0.269376,-0.116388,-0.160796,0.33461164,284,
0.091582,0.270596,-0.117852,-0.16714,0.339185891,285,
0.098786,0.274012,-0.11834,-0.175192,0.346091272,286,
0.105498,0.279868,-0.119804,-0.178608,0.352958799,287,
0.11263,0.284992,-0.11712,-0.179828,0.356757122,288,
0.118973,0.288896,-0.112484,-0.177876,0.357426105,289,
0.126149,0.297924,-0.1098,-0.17324,0.361699941,290,
0.137663,0.307684,-0.094916,-0.167628,0.363011897,291,
0.144473,0.308416,-0.093696,-0.16104,0.360323814,292,
0.151136,0.304024,-0.099064,-0.162748,0.358791277,293,
0.15752,0.292556,-0.100772,-0.158356,0.347592623,294,
0.164611,0.288652,-0.114192,-0.15372,0.346395191,295,
0.171491,0.279624,-0.118828,-0.151524,0.339513177,296,
0.179257,0.275964,-0.12566,-0.146888,0.336931224,297,
0.185651,0.274744,-0.185928,-0.147864,0.363204143,298,
0.191912,0.267424,-0.12688,-0.144204,0.329255104,299,
0.197768,0.261568,-0.127368,-0.1403,0.322993059,300,
0.203537,0.259616,-0.122732,-0.137128,0.318225863,301,
0.210149,0.260348,-0.117364,-0.134688,0.315747125,302,
0.217319,0.266448,-0.109556,-0.133224,0.317404612,303,
0.225643,0.262788,-0.111752,-0.130296,0.31388388,304,
0.232524,0.265228,-0.104432,-0.133468,0.314746949,305,
0.238884,0.266204,-0.102236,-0.134932,0.315473317,306,
0.246101,0.264252,-0.09272,-0.1403,0.313225491,307,
0.25251,0.266692,-0.088816,-0.139324,0.313726125,308,
0.259108,0.2684,-0.083204,-0.14152,0.314625771,309,
0.265281,0.269132,-0.077592,-0.142984,0.314478896,310,
0.271245,0.271572,-0.072468,-0.149084,0.318165053,311,
0.277008,0.270596,-0.073688,-0.151524,0.318765806,312,
0.28283,0.270352,-0.070516,-0.155916,0.319957043,313,
0.288658,0.277184,-0.066368,-0.153964,0.323945357,314,
0.294395,0.278648,-0.064416,-0.1586,0.327029187,315,
0.302279,0.287676,-0.06832,-0.167628,0.339888584,316,
0.309712,0.303048,-0.067832,-0.169336,0.353714506,317,
0.316168,0.30622,-0.076372,-0.174216,0.360492143,318,
0.322972,0.30988,-0.088084,-0.176656,0.367412231,319,
0.329366,0.312564,-0.09516,-0.182512,0.374248994,320,
0.336235,0.318176,-0.11468,-0.194712,0.390256624,321,
0.343345,0.326716,-0.12078,-0.204472,0.40390587,322,
0.350225,0.336964,-0.124684,-0.211304,0.416821566,323,
0.356668,0.343796,-0.129808,-0.211792,0.424148155,324,
0.362446,0.353068,-0.131028,-0.20618,0.429343152,325,
0.36829,0.35868,-0.132736,-0.186172,0.425358909,326,
0.374098,0.359412,-0.120536,-0.17202,0.416289315,327,
0.379917,0.354532,-0.113216,-0.149572,0.401101714,328,
0.387044,0.342088,-0.112484,-0.138836,0.38594337,329,
0.392792,0.33428,-0.127612,-0.143228,0.385411729,330,
0.398589,0.332572,-0.13176,-0.152744,0.388967302,331,
0.405733,0.324276,-0.135176,-0.15738,0.384962257,332,
0.41156,0.315736,-0.138104,-0.158844,0.379464561,333,
0.417358,0.309392,-0.136884,-0.15616,0.372621235,334,
0.423193,0.303536,-0.129076,-0.151768,0.363081593,335,
0.42897,0.288652,-0.123464,-0.146156,0.346301765,336,
0.434724,0.282308,-0.112972,-0.138836,0.334269225,337,
0.441128,0.266448,-0.112484,-0.132736,0.318223243,338,
0.449127,0.245464,-0.113216,-0.122976,0.296973963,339,
0.456897,0.2318,-0.109068,-0.121756,0.283639899,340,
0.464622,0.21716,-0.102968,-0.123464,0.270192957,341,
0.47177,0.2074,-0.09028,-0.130784,0.261284697,342,
0.47854,0.196664,-0.081252,-0.141764,0.255686621,343,
0.484914,0.17812,-0.059048,-0.159576,0.246328846,344,
0.491803,0.147132,-0.049776,-0.170068,0.230322817,345,
0.49817,0.141032,-0.037332,-0.247904,0.287645783,346,
0.50497,0.141764,-0.021472,-0.193736,0.241022232,347,
0.511702,0.145668,-0.005124,-0.198372,0.246164319,348,
0.51923,0.144448,0.000244,-0.204472,0.250347924,349,
0.527046,0.153476,0.0244,-0.2135,0.264069106,350,
0.533826,0.161284,0.039284,-0.223748,0.278601739,351,
0.540293,0.177632,0.047092,-0.235948,0.29906896,352,
0.547139,0.195444,0.04392,-0.238632,0.311564688,353,
0.553327,0.21228,0.0366,-0.245952,0.326947618,354,
0.559138,0.219844,0.023424,-0.244244,0.329446809,355,
0.564866,0.237168,0.010004,-0.24278,0.339545091,356,
0.570848,0.25132,0.01464,-0.239364,0.347377599,357,
0.57666,0.27206,-0.004392,-0.307928,0.410920414,358,
0.582419,0.266204,-0.027084,-0.263032,0.375211868,359,
0.588456,0.30012,-0.041968,-0.271572,0.406920973,360,
0.594273,0.356484,-0.05246,-0.271084,0.450909557,361,
0.600206,0.365268,-0.07198,-0.264252,0.456542388,362,
0.607671,0.367952,-0.071736,-0.256444,0.454200675,363,
0.614066,0.36844,-0.061,-0.237168,0.442399925,364,
0.620952,0.366244,-0.051972,-0.224968,0.432950756,365,
0.628032,0.35136,-0.041724,-0.212036,0.412497281,366,
0.635451,0.363316,-0.028548,-0.196664,0.414113792,367,
0.641964,0.351116,-0.019764,-0.184952,0.397341545,368,
0.649356,0.328668,-0.005856,-0.16958,0.369884203,369,
0.655749,0.315492,-0.002196,-0.16104,0.354222961,370,
0.662636,0.30012,-0.060268,-0.154696,0.342979735,371,
0.669516,0.30012,-0.011712,-0.152744,0.336956844,372,
0.676335,0.290848,-0.060024,-0.137616,0.327312699,373,
0.683547,0.28548,-0.005612,-0.143472,0.319553657,374,
0.690418,0.277184,0.0122,-0.146888,0.313936131,375,
0.69659,0.268644,0.012688,-0.141276,0.303791857,376,
0.703479,0.2562,-0.005124,-0.150548,0.297202617,377,
0.710563,0.25254,-0.004636,-0.137128,0.287405693,378,
0.716972,0.240096,-0.000244,-0.127856,0.272017105,379,
0.72377,0.250588,-0.009272,-0.116632,0.276556213,380,
0.730406,0.257176,-0.046604,-0.11468,0.285417116,381,
0.736587,0.24034,-0.078568,-0.117364,0.278766129,382,
0.742344,0.251076,-0.063684,-0.186416,0.319132785,383,
0.751375,0.256688,-0.029036,-0.133956,0.290991458,384,
0.758663,0.257908,-0.04026,-0.144936,0.298569671,385,
0.765676,0.16226,-0.05124,-0.163236,0.235796177,386,
0.77278,0.135908,-0.061488,-0.163968,0.221669266,387,
0.780596,0.197396,-0.01952,-0.133956,0.239354175,388,
0.78699,0.21228,0.006832,-0.116632,0.24230662,389,
0.793779,0.216184,0.000732,-0.126392,0.250421635,390,
0.800241,0.231312,-0.00244,-0.134444,0.267556319,391,
0.807036,0.223992,0.003172,-0.136396,0.262271513,392,
0.813414,0.216916,0.01586,-0.142008,0.259750578,393,
0.820275,0.227164,0.024156,-0.143472,0.269761395,394,
0.829124,0.237656,0.020252,-0.145912,0.27960835,395,
0.836671,0.233508,0.046116,-0.143472,0.27791525,396,
0.844305,0.238632,0.037576,-0.159088,0.289251066,397,
0.851938,0.233264,0.052216,-0.170068,0.293362794,398,
0.858873,0.22692,0.051972,-0.171532,0.289166046,399,
0.865705,0.234484,0.124684,-0.182024,0.321965189,400,
0.872813,0.247416,0.048068,-0.177876,0.308488381,401,
0.87983,0.272792,0.049044,-0.183732,0.332533062,402,
0.88622,0.277916,0.061488,-0.175924,0.334615198,403,
0.89364,0.297192,0.066612,-0.167384,0.347530785,404,
0.900111,0.327936,0.082472,-0.165188,0.376338579,405,
0.907475,0.351848,0.079788,-0.167628,0.397821928,406,
0.914543,0.352336,0.056852,-0.167628,0.394299319,407,
0.921681,0.320372,0.031232,-0.182512,0.370032818,408,
0.928025,0.322568,0.013176,-0.197396,0.378403095,409,
0.934815,0.326472,0.005612,-0.199348,0.382563833,410,
0.941305,0.337208,0.011468,-0.208132,0.396433702,411,
0.948111,0.337696,0.020008,-0.2135,0.400026447,412,
0.954489,0.344528,0.0122,-0.219112,0.40848311,413,
0.961344,0.345504,0.005612,-0.218624,0.408902142,414,
0.967526,0.337452,-0.011468,-0.209596,0.397411437,415,
0.973291,0.335744,-0.040504,-0.12932,0.362061141,416,
0.979087,0.344284,-0.046604,-0.166164,0.385115412,417,
0.985807,0.362096,-0.05246,-0.151524,0.396011474,418,
0.992229,0.38796,-0.046116,-0.152988,0.419577139,419,
0.001202,0.416508,-0.049532,-0.169336,0.452335068,420,
0.007658,0.43432,-0.059536,-0.199104,0.481477726,421,
0.014456,0.432612,-0.053436,-0.234972,0.495197324,422,
0.020971,0.49776,-0.04758,-0.267912,0.56727922,423,
0.02788,0.454084,-0.032452,-0.295972,0.542996166,424,
0.035608,0.419436,-0.000488,-0.31232,0.522944145,425,
0.042085,0.380396,0.01586,-0.304756,0.48767702,426,
0.048849,0.365512,0.035868,-0.28426,0.464423603,427,
0.055222,0.33672,0.045628,-0.238632,0.415219826,428,
0.0621,0.314028,0.042456,-0.216916,0.384016468,429,
0.068458,0.28914,0.02928,-0.2013,0.353526446,430,
0.075811,0.271328,0.001952,-0.146644,0.308426906,431,
0.082295,0.259616,0.000244,-0.245708,0.357453421,432,
0.089357,0.247904,-0.000488,-0.176656,0.304407578,433,
0.096543,0.229116,-0.000244,-0.177144,0.289610424,434,
0.103354,0.244976,-0.007564,-0.18178,0.30514656,435,
0.109944,0.192272,-0.01342,-0.179096,0.263104534,436,
0.116733,0.159576,-0.031476,-0.188856,0.249242507,437,
0.12249,0.134688,-0.051972,-0.194956,0.242589753,438,
0.128299,0.113704,-0.073932,-0.194468,0.237091424,439,
0.134113,0.1037,-0.092232,-0.190564,0.235743653,440,
0.139943,0.096624,-0.099552,-0.183976,0.230421281,441,
0.14569,0.089304,-0.1037,-0.172508,0.220199692,442,
0.152878,0.083936,-0.115412,-0.166164,0.21903346,443,
0.159298,0.077836,-0.122488,-0.1464,0.206142458,444,
0.16706,0.083936,-0.119072,-0.137616,0.200403485,445,
0.173437,0.11346,-0.105408,-0.141276,0.209625681,446,
0.181099,0.15616,-0.083204,-0.161528,0.239583276,447,
0.187877,0.178852,-0.08784,-0.182024,0.269882641,448,
0.194686,0.210328,-0.093696,-0.17812,0.291107441,449,
0.201185,0.22082,-0.086132,-0.168604,0.290873688,450,
0.207975,0.231556,-0.086132,-0.167628,0.298556609,451,
0.214319,0.261324,-0.094916,-0.173972,0.327971854,452,
0.221425,0.299144,-0.122732,-0.183488,0.37177698,453,
