time,ACCx,ACCy,ACCz,ACCnorm,,
0.875196,0.0671,-0.331352,0.028548,0.339280925,99,
0.881465,0.06832,-0.337208,0.02806,0.345201711,100,
0.888152,0.067588,-0.332084,0.030256,0.34024013,101,
0.894558,0.068564,-0.3355,0.031476,0.343877901,102,
0.901182,0.068076,-0.334524,0.03294,0.342966022,103,
0.906841,0.068076,-0.335988,0.032452,0.344347804,104,
0.912659,0.067344,-0.336232,0.034404,0.344631408,105,
0.918422,0.069052,-0.337208,0.03294,0.345778047,106,
0.924155,0.069784,-0.33672,0.03172,0.345335089,107,
0.932427,0.070272,-0.337208,0.029524,0.345715281,108,
0.943952,0.071004,-0.337452,0.02806,0.345980901,109,
0.951334,0.070028,-0.34038,0.02806,0.34863997,110,
0.958636,0.06832,-0.340624,0.02684,0.348443277,111,
0.967856,0.07076,-0.341112,0.025132,0.349279246,112,
0.974287,0.072712,-0.338184,0.029036,0.347128999,113,
0.980658,0.07076,-0.337452,0.031232,0.34620264,114,
0.987378,0.069784,-0.334036,0.027572,0.342359564,115,
0.99376,0.070028,-0.335744,0.027572,0.344075819,116,
0.000454,0.07076,-0.334524,0.031232,0.343349271,117,
0.006754,0.06832,-0.333304,0.031232,0.34166448,118,
0.017816,0.06832,-0.334036,0.034648,0.342707099,119,
0.029835,0.066856,-0.332328,0.033184,0.340606521,120,
0.036424,0.067344,-0.334524,0.035868,0.343115191,121,
0.045338,0.064904,-0.332572,0.039284,0.341115665,122,
0.053504,0.065392,-0.331352,0.035624,0.339616447,123,
0.060506,0.067588,-0.334036,0.02928,0.342060675,124,
0.066154,0.068808,-0.334524,0.027084,0.342599461,125,
0.075291,0.06954,-0.33672,0.02928,0.345070266,126,
0.08219,0.066612,-0.340136,0.028304,0.347751022,127,
0.090421,0.065392,-0.3416,0.029524,0.349053492,128,
0.098307,0.06588,-0.3416,0.032452,0.349405018,129,
0.105822,0.065636,-0.339404,0.034648,0.347424299,130,
0.112182,0.067588,-0.33916,0.034892,0.347584659,131,
0.119358,0.067832,-0.338428,0.03416,0.346845206,132,
0.125668,0.068076,-0.337452,0.03416,0.34594089,133,
0.132434,0.067344,-0.340624,0.033672,0.34884628,134,
0.13879,0.066612,-0.339892,0.032208,0.347852103,135,
0.1455,0.067588,-0.340136,0.032696,0.34832408,136,
0.153024,0.06832,-0.338916,0.033184,0.347322408,137,
0.15937,0.067344,-0.33916,0.0305,0.347123854,138,
0.166317,0.0671,-0.338672,0.025864,0.346222587,139,
0.172689,0.069784,-0.33916,0.025376,0.347193395,140,
0.179387,0.067832,-0.338672,0.028304,0.346555941,141,
0.186304,0.0671,-0.34038,0.028304,0.348083425,142,
0.192665,0.066368,-0.338428,0.028304,0.346033725,143,
0.1994,0.065392,-0.338672,0.028548,0.346106668,144,
0.206186,0.068076,-0.339648,0.030256,0.347721917,145,
0.212489,0.066124,-0.339648,0.031476,0.34745343,146,
0.21896,0.0671,-0.340868,0.031476,0.348832541,147,
0.224614,0.066368,-0.339404,0.029768,0.347110819,148,
0.230717,0.06954,-0.337452,0.03172,0.345999743,149,
0.236779,0.071736,-0.335744,0.031232,0.344739793,150,
0.242515,0.073444,-0.334768,0.030256,0.344062582,151,
0.248889,0.075884,-0.33428,0.030256,0.344117604,152,
0.257233,0.076128,-0.334036,0.02928,0.343850026,153,
0.264659,0.078812,-0.336476,0.027328,0.346661578,154,
0.273138,0.081252,-0.337208,0.026352,0.347858521,155,
0.279871,0.081008,-0.337208,0.027328,0.347876919,156,
0.287149,0.084424,-0.337452,0.023912,0.348673268,157,
0.295354,0.0854,-0.337208,0.023912,0.34867489,158,
0.302024,0.089304,-0.336476,0.023912,0.348945679,159,
0.308328,0.090036,-0.339404,0.024888,0.352024103,160,
0.31512,0.089792,-0.334768,0.024888,0.347493352,161,
0.321363,0.091744,-0.332084,0.023912,0.345352759,162,
0.328517,0.0915,-0.332084,0.025132,0.345374652,163,
0.334901,0.092232,-0.33428,0.023668,0.347577379,164,
0.341874,0.094672,-0.331352,0.021472,0.345279571,165,
0.349639,0.09516,-0.3294,0.020984,0.343511446,166,
0.355776,0.095648,-0.330864,0.02074,0.345035758,167,
0.362701,0.094916,-0.330376,0.019764,0.34430795,168,
0.368867,0.094428,-0.330132,0.018544,0.343871581,169,
0.374496,0.09272,-0.329888,0.017812,0.34313315,170,
0.380826,0.094428,-0.331108,0.02196,0.34500927,171,
0.394805,0.091744,-0.331596,0.022204,0.344769323,172,
0.403679,0.090524,-0.330376,0.022448,0.34328823,173,
0.411117,0.089792,-0.33062,0.023424,0.343396085,174,
0.419585,0.091012,-0.331352,0.022448,0.344356276,175,
0.437936,0.09028,-0.330864,0.018788,0.343474095,176,
0.444334,0.093208,-0.327204,0.020496,0.340837608,177,
0.450995,0.092964,-0.328668,0.01952,0.342119847,178,
0.458868,0.0915,-0.32696,0.0183,0.340014679,179,
0.468461,0.094428,-0.330864,0.01708,0.344498708,180,
0.475613,0.095892,-0.32696,0.018544,0.341235985,181,
0.482644,0.095892,-0.32818,0.017812,0.342366259,182,
0.489506,0.095892,-0.327448,0.016348,0.34159146,183,
0.497023,0.099064,-0.325252,0.018056,0.340482832,184,
0.506315,0.096868,-0.326472,0.017568,0.340992684,185,
0.512807,0.099064,-0.32574,0.01708,0.340898739,186,
0.51953,0.099552,-0.326472,0.014152,0.341606274,187,
0.527052,0.098332,-0.325252,0.015372,0.340138713,188,
0.534404,0.101748,-0.32574,0.013908,0.341544485,189,
0.541093,0.10126,-0.323056,0.011468,0.33874811,190,
0.548026,0.099552,-0.323544,0.012444,0.338742046,191,
0.555063,0.10248,-0.325984,0.0122,0.341930634,192,
0.561347,0.099552,-0.328912,0.01464,0.343959349,193,
0.56831,0.102236,-0.326716,0.013908,0.342620748,194,
0.576062,0.102724,-0.327936,0.01342,0.343910361,195,
0.582434,0.102236,-0.32696,0.01586,0.342938159,196,
0.589159,0.1037,-0.326228,0.016348,0.342703451,197,
0.596211,0.105164,-0.32208,0.015372,0.339162633,198,
0.603288,0.10736,-0.319884,0.01098,0.337598139,199,
0.610187,0.110044,-0.319152,0.011956,0.337802645,200,
0.616528,0.108336,-0.319396,0.00976,0.33741036,201,
0.623662,0.108336,-0.317444,0.010492,0.335585256,202,
0.630259,0.10858,-0.31842,0.009272,0.336551456,203,
0.636959,0.110044,-0.318176,0.007564,0.336753416,204,
0.643701,0.111508,-0.317444,0.005856,0.336510059,205,
0.649995,0.111264,-0.316224,0.005612,0.335274202,206,
0.657485,0.113948,-0.316224,0.007564,0.336212699,207,
0.663879,0.114924,-0.317932,0.007808,0.338155655,208,
0.671395,0.113948,-0.3172,0.00732,0.33712545,209,
0.677908,0.114924,-0.319396,0.008052,0.339538165,210,
0.684318,0.114436,-0.318908,0.007808,0.338908358,211,
0.691565,0.1159,-0.318908,0.008052,0.339411192,212,
0.697853,0.116144,-0.318664,0.007564,0.339254164,213,
0.705426,0.117608,-0.319884,0.006832,0.340887212,214,
0.711675,0.115656,-0.318176,0.006832,0.33861328,215,
0.718367,0.116876,-0.318664,0.007076,0.33949494,216,
0.726439,0.115656,-0.317688,0.008052,0.338181623,217,
0.732803,0.115168,-0.315004,0.005612,0.335444008,218,
0.740021,0.113704,-0.31598,0.006344,0.335875284,219,
0.747497,0.115656,-0.315248,0.0061,0.335849404,220,
0.753893,0.113704,-0.315492,0.005368,0.335399191,221,
0.760596,0.1159,-0.315248,0.007564,0.33596328,222,
0.767408,0.114924,-0.314028,0.007076,0.334471494,223,
0.775217,0.116388,-0.31354,0.006832,0.334514834,224,
0.781494,0.117852,-0.313784,0.008296,0.335288407,225,
0.788474,0.117852,-0.309148,0.005124,0.330889461,226,
0.795571,0.118584,-0.30866,0.003904,0.330678699,227,
0.802313,0.118828,-0.310612,0.006588,0.332630891,228,
0.808673,0.11712,-0.308904,0.005612,0.330409246,229,
0.81545,0.118584,-0.310612,0.007564,0.332564571,230,
0.821673,0.120048,-0.309392,0.003904,0.331888796,231,
0.828819,0.11956,-0.312808,0.006344,0.33493833,232,
0.835109,0.119804,-0.312564,0.007076,0.334812369,233,
0.842642,0.120048,-0.312076,0.00732,0.334449599,234,
0.848973,0.122488,-0.314028,0.00854,0.33717922,235,
0.855674,0.124196,-0.311832,0.007808,0.335745153,236,
0.861961,0.125416,-0.308416,0.006832,0.333010928,237,
0.868916,0.124928,-0.30988,0.006588,0.334179624,238,
0.875623,0.12566,-0.309148,0.005368,0.333754007,239,
0.882484,0.128588,-0.307928,0.00488,0.333733938,240,
0.888884,0.12932,-0.309636,0.002928,0.3355692,241,
0.895606,0.131516,-0.372832,0.00366,0.39536509,242,
0.902537,0.133712,-0.314272,0.002928,0.341547013,243,
0.908903,0.134932,-0.314516,0.002684,0.342248686,244,
0.91839,0.137616,-0.313784,0.005124,0.342673048,245,
0.924792,0.137128,-0.314028,0.004392,0.342690769,246,
0.932205,0.138836,-0.31476,0.00366,0.344038789,247,
0.938899,0.139812,-0.314272,0.000976,0.343969821,248,
0.945181,0.140056,-0.31232,0.001708,0.34228991,249,
0.952677,0.138836,-0.308172,0.000976,0.338003505,250,
0.958999,0.138592,-0.307684,0,0.33745694,251,
0.966313,0.139812,-0.306464,-0.000244,0.336849578,252,
0.97299,0.136152,-0.303048,-0.00244,0.33223698,253,
0.979353,0.1403,-0.303292,-0.001464,0.334174012,254,
0.986319,0.137616,-0.305488,-0.001708,0.335058202,255,
0.993104,0.134932,-0.301828,-0.001952,0.330621531,256,
0.999659,0.133712,-0.303048,-0.002928,0.33124849,257,
0.005946,0.132248,-0.299632,-0.002684,0.327530262,258,
0.012743,0.13054,-0.305244,-0.000488,0.331986188,259,
0.020927,0.063684,-0.305488,-0.001708,0.31206007,260,
0.028499,0.120292,-0.30744,0.000976,0.330137049,261,
0.034896,0.121024,-0.315492,0,0.337908287,262,
0.042294,0.11834,-0.32086,0.002196,0.341994616,263,
0.048588,0.118828,-0.327448,0.001708,0.348346384,264,
0.055363,0.121756,-0.328424,0.00244,0.350275322,265,
0.063621,0.128588,-0.325008,0.002684,0.349531512,266,
0.06992,0.132492,-0.320372,0.004148,0.346712495,267,
0.07692,0.13542,-0.315248,0.000488,0.343103652,268,
0.08391,0.13908,-0.305244,-0.00244,0.33544463,269,
0.090863,0.14152,-0.301828,-0.006832,0.333428745,270,
0.097866,0.1464,-0.299632,-0.014152,0.333785222,271,
0.104655,0.148596,-0.301584,-0.01586,0.336578698,272,
0.110899,0.150792,-0.305,-0.014884,0.340565355,273,
0.118332,0.150548,-0.30866,-0.015128,0.343750712,274,
0.125146,0.148352,-0.306464,-0.014152,0.340776728,275,
0.13139,0.15006,-0.306464,-0.011712,0.341431337,276,
0.138387,0.144448,-0.307684,-0.006588,0.339967749,277,
0.145164,0.138836,-0.305488,-0.00244,0.335565652,278,
0.151412,0.135176,-0.305732,-0.00366,0.334302262,279,
0.158421,0.127124,-0.304268,-0.003416,0.329774463,280,
0.164812,0.123464,-0.305244,-0.005612,0.329315583,281,
0.171481,0.122732,-0.305244,-0.010492,0.329161245,282,
0.178397,0.118828,-0.302072,-0.009272,0.324736134,283,
0.185051,0.120292,-0.306708,-0.009516,0.329591439,284,
0.191347,0.116876,-0.297924,-0.009516,0.320170679,285,
0.198053,0.111996,-0.298656,-0.00488,0.319002076,286,
0.204446,0.113216,-0.301584,-0.003416,0.322152822,287,
0.211117,0.110288,-0.304512,-0.001708,0.323873306,288,
0.218013,0.106872,-0.303536,-0.000732,0.32180159,289,
0.224437,0.106384,-0.308904,0.000732,0.326710533,290,
0.231171,0.105896,-0.309636,0.000976,0.327245119,291,
0.237965,0.107848,-0.311344,0.000976,0.329495417,292,
0.244366,0.11102,-0.309148,0.000976,0.328479648,293,
0.251041,0.109312,-0.30866,0.00244,0.327453909,294,
0.257342,0.111508,-0.373808,0.001952,0.390090073,295,
0.264343,0.112972,-0.31598,0.001464,0.335571418,296,
0.271041,0.116632,-0.313784,0.000732,0.334759552,297,
0.277374,0.118096,-0.316468,0.00122,0.337787135,298,
0.284159,0.121512,-0.316712,0.003172,0.339236965,299,
0.290436,0.122976,-0.32208,0.003416,0.344775713,300,
0.297135,0.12444,-0.322324,0.007808,0.345599536,301,
0.303495,0.127368,-0.32574,0.00976,0.349892001,302,
0.310206,0.12566,-0.327936,0.008784,0.351297046,303,
0.316488,0.12566,-0.3233,0.006832,0.34692939,304,
0.322072,0.127124,-0.324032,0.006344,0.348134306,305,
0.327558,0.125416,-0.323544,0.007564,0.347083718,306,
0.333284,0.125416,-0.321836,0.00854,0.345514856,307,
0.338869,0.124196,-0.327936,0.0122,0.350878193,308,
0.344346,0.119316,-0.330864,0.01098,0.351891823,309,
0.350102,0.121756,-0.328912,0.009272,0.350846971,310,
0.35753,0.120048,-0.32574,0.013664,0.347425927,311,
0.363945,0.116876,-0.322812,0.0122,0.34353519,312,
0.370687,0.116144,-0.325984,0.014396,0.346355658,313,
0.377063,0.113948,-0.323056,0.014152,0.342855079,314,
0.38384,0.110044,-0.324032,0.015372,0.342553233,315,
0.390121,0.110044,-0.322812,0.013908,0.34133664,316,
0.39682,0.10736,-0.321592,0.013664,0.33931444,317,
0.403182,0.108336,-0.32208,0.01464,0.340127248,318,
0.410361,0.105652,-0.322324,0.014396,0.339503094,319,
0.416639,0.105896,-0.32452,0.013176,0.341614988,320,
0.423431,0.107604,-0.329644,0.015616,0.347113306,321,
0.42971,0.10858,-0.32696,0.015616,0.344871451,322,
0.436392,0.104676,-0.320372,0.01708,0.337471495,323,
0.442768,0.104676,-0.321836,0.01464,0.338747407,324,
0.449478,0.10004,-0.324764,0.01708,0.340251942,325,
0.455152,0.101504,-0.32208,0.01708,0.338127661,326,
0.460943,0.098332,-0.322812,0.018544,0.337965456,327,
0.466676,0.10004,-0.325252,0.017812,0.340755238,328,
0.473831,0.098332,-0.32208,0.01952,0.337321418,329,
0.481066,0.096868,-0.322324,0.018056,0.337049239,330,
0.48737,0.095404,-0.322568,0.019276,0.336932637,331,
0.49442,0.097844,-0.324276,0.019276,0.339263816,332,
0.500687,0.0976,-0.3233,0.017568,0.338167539,333,
0.507381,0.096868,-0.323544,0.017324,0.338177838,334,
0.51375,0.09638,-0.324276,0.018788,0.338817086,335,
0.520026,0.099552,-0.325008,0.019764,0.340487028,336,
0.530682,0.097112,-0.324032,0.023424,0.339081349,337,
0.53633,0.099064,-0.32208,0.020496,0.337593377,338,
0.542599,0.098576,-0.32574,0.018788,0.340847127,339,
0.548348,0.09882,-0.325252,0.022448,0.340673111,340,
0.55408,0.097356,-0.326716,0.021228,0.341573072,341,
0.559743,0.099064,-0.32818,0.020008,0.34338915,342,
0.56545,0.098576,-0.326716,0.020496,0.341878134,343,
0.571125,0.097356,-0.328912,0.022692,0.343767685,344,
0.576763,0.098332,-0.329644,0.020008,0.344578974,345,
0.585333,0.101992,-0.327692,0.019032,0.343724646,346,
0.592143,0.099064,-0.327692,0.02074,0.342966282,347,
0.598884,0.100284,-0.32574,0.020252,0.341428721,348,
0.605823,0.100528,-0.327204,0.020496,0.342911683,349,
0.612071,0.099552,-0.330132,0.02074,0.345438686,350,
0.617821,0.099552,-0.3294,0.018788,0.344627262,351,
0.625424,0.102724,-0.327692,0.018788,0.343929144,352,
0.632259,0.101504,-0.3294,0.018788,0.345196192,353,
0.639891,0.100284,-0.328912,0.020252,0.344456279,354,
0.645529,0.102236,-0.329156,0.020496,0.34527664,355,
0.65229,0.100772,-0.327936,0.020008,0.34365293,356,
0.657947,0.101016,-0.325984,0.02074,0.341906344,357,
0.663838,0.098576,-0.325252,0.02196,0.340570599,358,
0.669549,0.098332,-0.3294,0.021228,0.344418597,359,
0.675213,0.095892,-0.3294,0.023912,0.34390612,360,
0.682844,0.096136,-0.328668,0.0244,0.343307653,361,
0.689567,0.09638,-0.328912,0.022936,0.34350876,362,
0.697107,0.09394,-0.327448,0.024156,0.341511974,363,
0.703471,0.090524,-0.325496,0.020984,0.338500471,364,
0.712377,0.0915,-0.326228,0.020252,0.339421716,365,
0.718683,0.08906,-0.330132,0.017812,0.342397559,366,
0.726654,0.086864,-0.327448,0.02074,0.339407859,367,
0.736754,0.08418,-0.3294,0.019032,0.340518501,368,
0.743124,0.08052,-0.33306,0.020984,0.343296901,369,
0.750349,0.081008,-0.33428,0.025132,0.344872486,370,
0.758635,0.077104,-0.334768,0.025864,0.344504843,371,
0.765023,0.078812,-0.3355,0.02806,0.345772967,372,
0.772329,0.079056,-0.337452,0.028548,0.347762407,373,
0.778623,0.07686,-0.335256,0.030744,0.345324831,374,
0.786092,0.07564,-0.337208,0.02684,0.346628087,375,
0.792559,0.07686,-0.335256,0.030012,0.345260431,376,
0.7998,0.07442,-0.335256,0.027572,0.344521606,377,
0.80608,0.080032,-0.336232,0.025376,0.346555941,378,
0.813126,0.08052,-0.3355,0.02562,0.345977029,379,
0.820059,0.08296,-0.332816,0.027084,0.344067427,380,
0.826978,0.083692,-0.333548,0.027572,0.344991064,381,
0.834298,0.089548,-0.332816,0.028304,0.345812739,382,
0.840579,0.091256,-0.329888,0.030988,0.343677183,383,
0.848057,0.093452,-0.327936,0.027816,0.342124285,384,
0.854463,0.092964,-0.326716,0.028548,0.340882147,385,
0.861734,0.092964,-0.32696,0.02806,0.34107552,386,
0.868025,0.09394,-0.328424,0.029036,0.342826686,387,
0.875377,0.093696,-0.329156,0.026596,0.343263689,388,
0.882596,0.090036,-0.3294,0.027328,0.342575044,389,
0.888942,0.089548,-0.329644,0.028792,0.342801678,390,
0.896015,0.08784,-0.328424,0.028548,0.341164444,391,
0.903507,0.084424,-0.330864,0.028304,0.342636126,392,
0.90984,0.08174,-0.332084,0.029036,0.34322631,393,
0.916856,0.082228,-0.331108,0.03172,0.342636995,394,
0.923582,0.079788,-0.335256,0.03416,0.346308556,395,
0.93162,0.079056,-0.334524,0.032208,0.345244135,396,
0.938469,0.07808,-0.336964,0.034648,0.347622939,397,
0.94484,0.075396,-0.338672,0.036112,0.34883715,398,
0.951706,0.07808,-0.337452,0.036112,0.348244763,399,
0.958652,0.075396,-0.338672,0.037088,0.348939537,400,
0.966232,0.074176,-0.336232,0.03782,0.346387629,401,
0.972612,0.072712,-0.336476,0.037332,0.34626119,402,
0.979334,0.075396,-0.33794,0.036356,0.34815192,403,
0.986297,0.074176,-0.334524,0.037576,0.344703266,404,
0.99338,0.073932,-0.333792,0.037332,0.343913824,405,
0.001064,0.078812,-0.333548,0.03538,0.344553833,406,
0.007336,0.081252,-0.33306,0.035868,0.344698948,407,
0.014069,0.081496,-0.330376,0.03538,0.342113495,408,
0.020364,0.084912,-0.329644,0.033184,0.342018117,409,
0.027057,0.08662,-0.331108,0.034404,0.343975533,410,
0.0334,0.08906,-0.3294,0.034892,0.343006553,411,
0.040696,0.089304,-0.330376,0.037576,0.344289793,412,
0.047582,0.09272,-0.325496,0.03538,0.340288685,413,
0.055008,0.094184,-0.325984,0.035624,0.341182156,414,
0.061229,0.094428,-0.326472,0.03294,0.34144642,415,
0.069875,0.097112,-0.325252,0.031232,0.340873938,416,
0.076805,0.096136,-0.328424,0.031476,0.343649811,417,
0.083852,0.0976,-0.333548,0.032452,0.349046072,418,
0.090569,0.098088,-0.336232,0.031476,0.351658858,419,
0.096826,0.096624,-0.336476,0.031232,0.351465125,420,
0.103561,0.09638,-0.337696,0.03172,0.352610055,421,
0.109845,0.093452,-0.338916,0.032208,0.353036381,422,
0.116514,0.090524,-0.33794,0.03172,0.351289335,423,
0.122876,0.08906,-0.339648,0.03294,0.352671931,424,
0.129591,0.08662,-0.339892,0.030744,0.352100539,425,
0.135895,0.08418,-0.342576,0.031232,0.354146899,426,
0.142671,0.084668,-0.343552,0.033428,0.355406919,427,
0.148977,0.081984,-0.346968,0.034648,0.358201973,428,
0.155629,0.08174,-0.345016,0.034648,0.356255459,429,
0.162684,0.080276,-0.3477,0.036112,0.358669211,430,
0.169412,0.080032,-0.345748,0.034404,0.356553552,431,
0.176331,0.082472,-0.343064,0.032452,0.354327068,432,
0.184313,0.0854,-0.336476,0.029036,0.348356639,433,
0.190599,0.0854,-0.33672,0.026596,0.348397568,434,
0.197334,0.08662,-0.33306,0.025132,0.345055945,435,
0.205159,0.087596,-0.331596,0.02196,0.343673112,436,
0.211838,0.088572,-0.329888,0.024156,0.342424596,437,
0.219432,0.085644,-0.329644,0.017812,0.341053264,438,
0.225721,0.086864,-0.331596,0.019764,0.343353866,439,
0.23277,0.084424,-0.331596,0.019764,0.342744708,440,
0.240035,0.08296,-0.33184,0.018056,0.342529074,441,
0.246345,0.083692,-0.331108,0.017324,0.341960494,442,
0.253458,0.084424,-0.331352,0.019764,0.34250865,443,
0.260144,0.083936,-0.330864,0.019276,0.341888582,444,
0.267154,0.086132,-0.330132,0.019276,0.341727118,445,
0.273936,0.0854,-0.331352,0.018056,0.342656281,446,
0.280239,0.086864,-0.329644,0.01708,0.341324256,447,
0.286909,0.08662,-0.33062,0.016592,0.342181097,448,
0.293233,0.088328,-0.32818,0.016836,0.340275475,449,
0.299932,0.091012,-0.33062,0.01586,0.343284588,450,
0.306224,0.089792,-0.331108,0.016104,0.343444973,451,
0.313004,0.09516,-0.328912,0.01464,0.342713961,452,
0.319365,0.096624,-0.327692,0.013908,0.341923495,453,
0.326524,0.097112,-0.32696,0.01098,0.34125378,454,
0.332902,0.099064,-0.323788,0.009516,0.338737213,455,
0.339603,0.101016,-0.325984,0.010492,0.341437963,456,
0.345887,0.10248,-0.326228,0.014884,0.342269473,457,
0.353252,0.104676,-0.326472,0.013176,0.34309567,458,
0.359554,0.104188,-0.326716,0.011712,0.343126296,459,
0.366247,0.104676,-0.321836,0.0122,0.338650728,460,
0.37264,0.107116,-0.3233,0.011712,0.34078424,461,
0.379362,0.106384,-0.319884,0.011224,0.337297061,462,
0.385639,0.10736,-0.321104,0.010492,0.338738882,463,
